商品名称,评论内容,评论地点,评论用户名,评论用户ID,发表日期,点赞数
羽砂黑 12GB+512GB,购物体验非常愉快，使用起来非常方便，特别是看电视和聊天、观看视频都非常好。,山东,s***i,21647752250,2024-10-27 13:59:21,0
羽砂黑 12GB+512GB 官方标配,好用,内蒙古,j***m,21647577464,2024-10-27 13:23:37,0
羽砂黑  12GB+512GB,打开超级大屏，您可以看到电影，同时支持双面操作，折叠后尺寸合适，方便携带，强烈推荐购买。,北京,2***4,21647392306,2024-10-27 12:43:35,0
羽砂黑 16GB+1TB 典藏版,发货速度快，包装很好，快递送货上门，服务很好。,江苏,j***6,21647353922,2024-10-27 12:35:08,0
羽砂白 12GB+256GB,"以旧换新：已经换新
外形外观：外观没得说  商务  大气有档次
屏幕音效：屏幕清晰音效还可以
拍照效果：中规中矩
运行速度：发热  真的热
待机时间：一天两充但是快充速度不错
其他特色：没有特色",内蒙古,甄***8,21647198438,2024-10-27 12:01:44,0
matex5 羽砂白 12GB+256GB,很差的一次购物体验，手机也是问题机器，以次充好，换一家买吧,辽宁,菲***菲,21646464184,2024-10-27 09:34:38,0
幻影紫 12G+256G,宝贝很好，物流给力。,吉林,u***v,21646104595,2024-10-27 07:21:50,0
羽砂黑 12G+256G【24期|免息】,正品 发货速度特别快好评值得购买,黑龙江,_***-,21645033880,2024-10-26 22:44:57,0
青山黛 16GB+512GB 典藏版,真给力，京东物流送货就是快啊！,河北,末***M,21644296001,2024-10-26 20:38:29,0
青山黛 12G+256G【24期|免息】,手机非常不错，买的最好第一次，值得购买，赞赞赞赞赞,江苏,j***t,21644233431,2024-10-26 20:25:25,0
羽砂黑 16GB+512GB,华为外观设计很不错，屏幕大，很舒服,上海,j***k,21644177538,2024-10-26 20:13:58,0
羽砂白 12G+512G【12期|免息】,外形外观：一分钱一分货，能卖这个价格已经说明了问题。,广东,陨***铭,21643793343,2024-10-26 18:56:08,0
羽砂黑 12GB+512GB,手机外观真的很大气，折叠屏做的如此之薄，裸机手感YYDS，显示完美，发货速度很快，物流也相当给力，一直都很信赖京东，会一如既往地支持下去！！！,安徽,B***宸,21643552783,2024-10-26 18:06:19,0
羽砂黑 12GB+512GB 官方标配,盼望已久的心爱华为，非常珍惜到手的华为X5手机,福建,五***1,21643305481,2024-10-26 17:15:52,0
青山黛 12GB+256GB,好用,福建,j***7,21643060521,2024-10-26 16:23:51,0
幻影紫 16GB+1TB 典藏版,确实是遥遥领先，相当不错的,上海,拿***咖,21642016967,2024-10-26 12:33:29,0
羽砂黑 16GB+512GB,手机买来是送给我老公60岁的生日的礼品，他非常高兴，现在正在摸索中，有许多功能从未尝试过，期待好用,北京,浪***c,21641751756,2024-10-26 11:37:50,0
羽砂黑16+1TB【典藏版】 官方标配,速度快，提前一天就到了，,河北,高***1,21641424029,2024-10-26 10:35:24,0
羽砂金 16GB+512GB 典藏版,上手了，上手啦，大屏就是方便，偶尔看看文件、文档，方便,福建,T***6,21641364573,2024-10-26 10:22:54,0
羽砂黑 16GB+1TB 典藏版,像素很好，很满意的一次购物体验👍🏻满意于产品质量与客服的服务态度！非常及时地处理了我的订单问题😀 希望你们越来越好！😊,重庆,远***光,21641194573,2024-10-26 09:46:54,0
羽砂黑  12GB+512GB,华为品质没得说，手机很好用,湖南,v***h,21641064404,2024-10-26 09:17:33,0
羽砂白 16GB+1TB 典藏版,终于拥有一台X5典藏版，虽然没抢到紫色，白色也相当不错，颜值高。配个棋盘格很高级，哈哈。,广东,c***s,21639708601,2024-10-26 00:14:03,0
羽砂黑 12GB+256GB,屏幕四周漏光 后悔,吉林,j***3,21638264273,2024-10-25 21:48:26,0
羽砂黑12+512G 官方标配,真的很棒  物流很快,贵州,j***j,21637671481,2024-10-25 20:48:37,0
羽砂白 16GB+512GB 典藏版 官方标配,手机是正品，包装很严实，快递配送还不错,浙江,o***i,21637147015,2024-10-25 19:38:15,0
羽砂黑 12GB+256GB,很好用，大气，流畅，第一选择就选华为,北京,L***j,21636407257,2024-10-25 17:58:41,0
羽砂黑 16GB+1TB 典藏版,"绝对的遥遥领先！拿着真机才发现真是远超过想象，真
机真的比想象中要薄且质感超级无敌好，做工精细度，
用材无可比拟，比水果机要感觉高大上的多得多啊。运
行流畅，界面华丽，功能强大，不知道该怎么形容，处
处都是惊喜。确实，遥遥领先！!",陕西,j***p,21635977165,2024-10-25 17:11:44,0
羽砂黑 12GB+256GB,非常好,山西,c***C,21635966500,2024-10-25 17:09:06,0
羽砂金 12GB+512GB,质量非常好，非常满意的一次购物。客服有问必答，非常专业买到了心仪的商品，物美价廉，质量绝佳。物流迅速，商家服务周到，售后无忧。东西不错，还有优惠，可以放心省钱购买，不要犹豫了,海外,u***5,21635850662,2024-10-25 16:54:08,0
青山黛 16GB+512GB,外观颜色是我中意的款式，刚拿到手迫不及待的就开箱验机了，无论是样貌手感性能各个方面都很满意，华为作为中国自主品牌能走到现在这一步，心里由衷的自豪。华为加油！,河北,j***w,21634396190,2024-10-25 12:42:00,0
青山黛 12GB+512GB,手机体验一般,甘肃,j***x,21634005774,2024-10-25 11:34:31,0
羽砂黑 16GB+512GB,美观大气手感不错 遥遥领先,甘肃,j***2,21633921917,2024-10-25 11:20:32,0
青山黛 12GB+512GB 官方标配,"外形外观：非常美观，
屏幕音效：非常好",陕西,j***1,21633485378,2024-10-25 10:26:11,0
幻影紫 16G+512G典藏版【24期|免息】,不错，用的挺好的，就是双屏打开有点费电,河南,j***j,21632814127,2024-10-25 07:56:09,0
羽砂白 16GB+512GB,外观漂亮大气，系统流畅，做工没得挑剔,北京,K***3,21632686353,2024-10-25 06:45:39,0
羽砂黑 12GB+256GB,特别好用，好看。很喜欢的。,北京,泡***儿,21631840436,2024-10-25 00:10:20,0
羽砂黑 16GB+512GB,很喜欢，也想自己用一个,山东,T***7,21631122808,2024-10-24 22:03:47,0
青山黛 12GB+512GB,这款商品非常棒，颜色漂亮，功能实用，我很喜欢。京东次日达服务非常便捷，第二天就能收到货，真是太好了。,重庆,j***t,21630881401,2024-10-24 21:30:59,0
羽砂白 16GB+1TB 典藏版,我买了白色因为用手机不好拍照但是真的还挺好看,四川,j***g,21630772765,2024-10-24 21:17:51,0
羽砂黑 12GB+512GB,一直用的华为，只能说两个字给力,湖南,j***2,21629514122,2024-10-24 18:58:45,0
羽砂黑 16GB+1TB 典藏版,鸿蒙上市，一如既往支持国产品牌,安徽,u***6,21629374164,2024-10-24 18:46:05,0
幻影紫 16GB+1TB 典藏版,遥遥领先未来无懈可击,江西,小***长,21628785056,2024-10-24 17:41:28,0
羽砂白 12G+512G,此用户未填写评价内容,安徽,j***5,21628231226,2024-10-24 16:25:19,0
羽砂黑 12GB+512GB,很好,山东,j***m,21627982813,2024-10-24 15:53:28,0
羽砂金 12GB+512GB,收到货后试了一下，很不错，质量很好，值得拥有！五星好评！,陕西,B***y,21627500654,2024-10-24 14:55:57,0
羽砂黑 12GB+256GB,一直都想要个折叠手机，这款手机手感好，而且超薄，拿着很轻，很喜欢，收到货迫不及待打开使用了,广东,g***y,21626901593,2024-10-24 13:33:24,0
羽砂黑12+256G 官方标配,黑色绝绝子新机完全的全新兄弟们加油努力干了,河北,j***5,21626630287,2024-10-24 12:49:00,0
羽砂黑 16GB+512GB,大屏就用着感觉就是不一样。,北京,n***1,21626314268,2024-10-24 12:10:37,0
羽砂金 16GB+512GB,太漂亮了！设计精美，使用流畅，续航时间长，音质佳，照相功能强大。折叠可任意悬停,北京,j***0,21626198745,2024-10-24 11:52:27,0
羽砂黑 16GB+512GB,给老公备上的新机，一直说等活动等活动，趁着双十一赶紧剁。好用的很，折叠屏看视频啥真的好爽。,江苏,玉***子,21626153764,2024-10-24 11:45:32,0
羽砂白 12GB+512GB 免息版本24期,喜欢，充电快到晚上还有30％,北京,A***个,21625379561,2024-10-24 10:07:35,0
青山黛 12GB+512GB,很好用，折痕没有那么深。上手很快。 1外形外观：仁者见仁智者见智，反正我觉得挺好看的 1屏幕音效：声音洪亮，有质感 1拍照效果：照片还是蛮清晰的 1待机时间：重度玩家要一天冲两次 1运行速度：HoneyOS还是蛮好用的，之前也一直用华为上手很快,河南,小***肉,21625323746,2024-10-24 09:59:07,0
羽砂黑 16GB+1TB 典藏版,遥遥领先就是不一样，相比苹果功能就是强大。外形很有创意，屏幕清晰度很高,江苏,L***2,21625155106,2024-10-24 09:35:52,0
幻影紫 16GB+512GB,此用户未填写评价内容,辽宁,j***t,21625113649,2024-10-24 09:29:40,0
羽砂黑 16GB+512GB 典藏版,"外形外观：没得说
拍照效果：帅
运行速度：快
屏幕音效：音效可以
待机时间：够用",北京,u***g,21624483319,2024-10-24 07:23:28,0
羽砂黑12+512G 【12期|免息】,很多破损的地方，而且充电器有明显使用过的痕迹，非常差的一次购物体验！,河北,无***s,21624237410,2024-10-24 05:50:18,0
羽砂黑 12GB+256GB,用起来很丝滑，就是价格太贵了，一直居高不下,安徽,大***妈,21622138226,2024-10-23 22:16:47,0
羽砂黑 12GB+512GB,遥遥领先，一直热度非凡！既然非凡大师三折叠还要抢购，就先上车小折叠，X5不愧是目前折叠市场中第一名，手感顺滑，流畅！,广东,j***q,21621795493,2024-10-23 21:39:44,0
羽砂白 12G+256G【12期|免息】,手机非常棒，比心里的预期要好。,安徽,z***F,21621505827,2024-10-23 21:08:34,0
羽砂黑 16GB+1TB 典藏版,卖家发货快   质量不错    愉快的一次购物,贵州,j***o,21621317583,2024-10-23 20:48:24,0
羽砂黑 16GB+1TB 典藏版,一如既往支持华为,安徽,u***6,21620307169,2024-10-23 19:14:20,0
羽砂金 12GB+512GB 免息版本24期,高端大气上档次 喜欢用它刷视频看电影爽,广东,深***哥,21619903574,2024-10-23 18:38:27,0
羽砂黑 12GB+512GB,"华为MATE X5是一款非常出色的智能手机，它在设计、性能和用户体验方面都表现出色。这款手机采用了最新的技术和创新的设计理念，使其在市场中脱颖而出。华为MATE X5不仅拥有强大的硬件配置，还具备了丰富的功能和优秀的软件优化，为用户带来了流畅而便捷的操作体验。
首先，华为MATE X5在外观设计上采用了独特的折叠屏技术，使得手机在展开时拥有一块大屏幕，提供了更广阔的视野和更舒适的视觉体验。折叠后的机身小巧便携，适合单手操作，满足了用户对便携性和大屏幕的双重需求。
其次，华为MATE X5搭载了高性能的处理器和充足的内存，确保了手机运行的流畅性和多任务处理能力。无论是日常使用还是运行大型游戏，这款手机都能轻松应对，提供稳定而高效的表现。
此外，华为MATE X5在摄像系统上也毫不逊色。它配备了多颗高素质的摄像头，支持多种拍摄模式和功能，无论是拍摄照片还是录制视频，都能捕捉到清晰细腻的画面。夜景模式、超广角拍摄和长焦镜头等丰富的拍摄选项，让用户在各种场景下都能拍出满意的照片。
在软件方面，华为MATE X5运行的是最新的EMUI系统，提供了丰富的个性化设置和便捷的功能。系统优化出色，用户体",辽宁,s***轩,21619639483,2024-10-23 18:15:45,0
羽砂黑 12GB+512GB,质量优秀，价格划算。物流快速，商家服务良好，售后响应快！,四川,莫***7,21618572664,2024-10-23 16:18:46,0
羽砂金 12G+512G,总体还可以，拿着霸气十足，手机轻巧耐用，拿着携带,北京,u***f,21617713687,2024-10-23 14:29:51,0
青山黛 12GB+512GB,好用，好看！物流速度也快，素皮材质巴适,重庆,j***r,21616175922,2024-10-23 12:03:31,0
青山黛 12GB+256GB,好用，必须得给好评,浙江,李***位,21616139241,2024-10-23 12:01:50,0
羽砂黑 12GB+512GB,很好用,辽宁,j***u,21614805374,2024-10-23 09:15:43,0
青山黛 12G+256G,自己喜欢的手机，所以毫不犹豫就买了，功能很好,福建,井***6,21614023504,2024-10-23 02:29:33,0
羽砂黑 12GB+512GB,"华为x5自上市以来,我作为用户对其表现非常满意。首先,其外观设计时尚,手感舒适。其次,性能强大,运行流畅,无论是日常使用还是高强度工作都能轻松应对。再者,电池续航出色,长时间使用无需频繁充电。综合来看,华为x5是一款性价比极高的产品,值得推荐。",江苏,拉***森,21613305694,2024-10-22 23:10:57,0
羽砂白 16GB+1TB 典藏版,好流畅,河南,u***7,21612961238,2024-10-22 22:34:16,0
羽砂黑 12GB+512GB,屏幕很大，观看体验很好，推荐购买。,北京,j***m,21612281066,2024-10-22 21:33:33,0
幻影紫 16GB+512GB,产品看起来还可以正准备使用快捷还可以，谢谢。,湖南,君***牛,21610775669,2024-10-22 19:24:15,0
羽砂黑 12GB+512GB,折叠屏用起来大气，部分第三方应用还需要优化,北京,是***啊,21610679327,2024-10-22 19:13:58,0
羽砂黑 12GB+512GB 免息版本24期,手机很好 老公很喜欢,内蒙古,j***H,21609580477,2024-10-22 17:39:58,0
青山黛 12GB+512GB 官方标配,手机是原封全新未激活的哦  使用起来也很流畅，很有质感 好评,广东,j***j,21608985395,2024-10-22 16:45:24,0
羽砂白 12G+512G【24期|免息】,此用户未填写评价内容,山西,f***w,21608662862,2024-10-22 16:17:08,0
羽砂黑 16GB+512GB,一如既往支持，遥遥领先的产品和技术，请收下好评,广东,h***g,21607986541,2024-10-22 14:49:55,0
羽砂黑 16GB+512GB,这款产品确实值得推荐。作为购买者，我深感其卓越的性能和优质的使用体验。其优点主要体现在出色的耐用性和高效的功能性上。无论是外观设计还是实际使用效果，都给我留下了深刻的印象。我强烈推荐给所有寻找高品质产品的朋友们。,河南,打***腿,21607927652,2024-10-22 14:41:24,0
羽砂黑12+512G 【12期|免息】,外观漂亮，使用也非常棒,上海,j***5,21607523171,2024-10-22 13:44:31,0
羽砂黑 16GB+512GB,此用户未填写评价内容,广东,G***2,21607439169,2024-10-22 13:27:44,0
青山黛 12GB+512GB 官方标配,非常不错喔，打游戏非常流畅，屏幕也是很好看，太喜欢了，谢谢,广东,j***u,21606097311,2024-10-22 10:25:45,0
幻影紫 16GB+1TB 典藏版,非常好特别喜欢小巧漂亮展开看视频很爽,安徽,j***1,21605704128,2024-10-22 09:44:50,0
羽砂黑 16G+512G典藏版【24期|免息】,很棒的购物体验！,山东,j***6,21605523032,2024-10-22 09:12:36,0
